,date,symbol,open,high,low,close,volume_btc,volume_usd
26703,2017-07-20 00:00:00,BTCUSD,2258.99,2279.0,2258.99,2274.25,648.99,1475556.49
26704,2017-07-19 23:00:00,BTCUSD,2261.4,2273.98,2242.63,2258.99,793.61,1789417.66
26705,2017-07-19 22:00:00,BTCUSD,2259.45,2279.42,2251.12,2261.4,524.85,1189302.14
26706,2017-07-19 21:00:00,BTCUSD,2255.0,2282.0,2245.01,2259.45,1103.37,2497648.06
26707,2017-07-19 20:00:00,BTCUSD,2217.25,2255.0,2216.0,2255.0,1465.89,3278217.89
26708,2017-07-19 19:00:00,BTCUSD,2283.14,2283.2,2217.2,2217.25,1729.68,3893414.27
26709,2017-07-19 18:00:00,BTCUSD,2279.83,2285.0,2264.01,2283.14,879.38,2001009.45
26710,2017-07-19 17:00:00,BTCUSD,2297.04,2308.82,2273.09,2279.83,504.8,1159676.84
26711,2017-07-19 16:00:00,BTCUSD,2315.0,2324.9,2275.0,2297.04,830.05,1907290.58
26712,2017-07-19 15:00:00,BTCUSD,2340.08,2347.98,2307.1,2315.0,871.4,2031368.36
26713,2017-07-19 14:00:00,BTCUSD,2290.0,2342.59,2288.0,2340.08,1059.26,2452293.18
26714,2017-07-19 13:00:00,BTCUSD,2322.46,2327.99,2289.16,2290.0,714.62,1645626.59
26715,2017-07-19 12:00:00,BTCUSD,2345.47,2345.47,2311.0,2322.46,651.55,1516096.86
26716,2017-07-19 11:00:00,BTCUSD,2363.9,2365.09,2340.05,2345.47,367.8,864754.55
26717,2017-07-19 10:00:00,BTCUSD,2359.46,2379.3,2358.43,2363.9,359.14,851715.67
26718,2017-07-19 09:00:00,BTCUSD,2372.79,2372.79,2344.58,2359.46,459.13,1081562.34
26719,2017-07-19 08:00:00,BTCUSD,2376.56,2396.0,2367.28,2372.79,489.93,1165489.95
26720,2017-07-19 07:00:00,BTCUSD,2348.33,2388.99,2340.0,2376.56,545.82,1293261.59
26721,2017-07-19 06:00:00,BTCUSD,2349.39,2370.06,2337.0,2348.33,723.91,1707416.78
26722,2017-07-19 05:00:00,BTCUSD,2324.69,2350.84,2316.97,2349.39,821.82,1917987.54
26723,2017-07-19 04:00:00,BTCUSD,2341.97,2346.87,2297.06,2324.69,708.98,1647942.58
26724,2017-07-19 03:00:00,BTCUSD,2279.99,2349.1,2279.99,2341.97,929.45,2162042.57
26725,2017-07-19 02:00:00,BTCUSD,2281.12,2287.51,2255.08,2279.99,598.32,1355546.66
26726,2017-07-19 01:00:00,BTCUSD,2263.27,2298.0,2246.21,2281.12,741.93,1682028.41
26727,2017-07-19 00:00:00,BTCUSD,2308.15,2308.22,2244.69,2263.27,680.23,1545460.57
26728,2017-07-18 23:00:00,BTCUSD,2281.22,2317.0,2278.43,2308.15,1085.15,2493869.77
26729,2017-07-18 22:00:00,BTCUSD,2349.96,2349.96,2256.23,2281.22,1726.25,3973763.33
26730,2017-07-18 21:00:00,BTCUSD,2366.69,2366.69,2329.16,2349.96,1106.21,2599864.85
26731,2017-07-18 20:00:00,BTCUSD,2352.65,2393.43,2347.05,2366.69,772.1,1832443.77
26732,2017-07-18 19:00:00,BTCUSD,2341.96,2374.0,2338.9,2352.65,1772.72,4180556.84
26733,2017-07-18 18:00:00,BTCUSD,2326.69,2354.32,2326.46,2341.96,841.1,1970413.27
26734,2017-07-18 17:00:00,BTCUSD,2302.01,2335.72,2285.81,2326.69,725.38,1678424.29
26735,2017-07-18 16:00:00,BTCUSD,2354.19,2354.19,2278.0,2302.01,1439.68,3328456.5
26736,2017-07-18 15:00:00,BTCUSD,2360.41,2365.84,2336.0,2354.19,1920.24,4512863.15
26737,2017-07-18 14:00:00,BTCUSD,2319.9,2363.15,2315.72,2360.41,1746.23,4079497.95
26738,2017-07-18 13:00:00,BTCUSD,2300.0,2322.78,2295.1,2319.9,956.99,2209501.12
26739,2017-07-18 12:00:00,BTCUSD,2285.94,2305.0,2276.32,2300.0,812.58,1865478.88
26740,2017-07-18 11:00:00,BTCUSD,2241.46,2305.65,2237.86,2285.94,1064.97,2432743.75
26741,2017-07-18 10:00:00,BTCUSD,2253.05,2253.05,2215.76,2241.46,393.14,877843.55
26742,2017-07-18 09:00:00,BTCUSD,2245.0,2254.37,2216.02,2253.05,318.6,711669.94
26743,2017-07-18 08:00:00,BTCUSD,2253.1,2272.47,2245.0,2245.0,357.75,805492.21
26744,2017-07-18 07:00:00,BTCUSD,2245.99,2276.76,2245.99,2253.1,1091.57,2472808.39
26745,2017-07-18 06:00:00,BTCUSD,2223.27,2249.68,2219.9,2245.99,765.41,1710470.71
26746,2017-07-18 05:00:00,BTCUSD,2182.93,2228.0,2169.58,2223.27,689.09,1511145.51
26747,2017-07-18 04:00:00,BTCUSD,2164.49,2193.97,2134.37,2182.93,909.44,1961709.27
26748,2017-07-18 03:00:00,BTCUSD,2194.99,2198.0,2156.08,2164.49,542.58,1181512.5
26749,2017-07-18 02:00:00,BTCUSD,2198.8,2199.95,2170.3,2194.99,504.27,1102903.02
26750,2017-07-18 01:00:00,BTCUSD,2193.91,2199.99,2146.79,2198.8,1067.35,2315081.05
26751,2017-07-18 00:00:00,BTCUSD,2235.19,2236.65,2186.65,2193.91,1148.63,2538898.7
26752,2017-07-17 23:00:00,BTCUSD,2200.0,2238.07,2198.0,2235.19,1424.48,3153499.93
26753,2017-07-17 22:00:00,BTCUSD,2156.51,2200.0,2156.51,2200.0,971.55,2115226.83
26754,2017-07-17 21:00:00,BTCUSD,2174.6,2189.8,2149.99,2156.51,1208.12,2627640.64
26755,2017-07-17 20:00:00,BTCUSD,2124.0,2186.75,2123.99,2174.6,1561.1,3383597.69
26756,2017-07-17 19:00:00,BTCUSD,2139.17,2146.0,2111.21,2124.0,644.49,1371168.29
26757,2017-07-17 18:00:00,BTCUSD,2133.21,2149.9,2116.94,2139.17,1067.39,2280292.52
26758,2017-07-17 17:00:00,BTCUSD,2057.99,2145.2,2057.45,2133.21,1692.67,3580309.53
26759,2017-07-17 16:00:00,BTCUSD,2045.09,2067.0,2043.31,2057.99,506.62,1041764.55
26760,2017-07-17 15:00:00,BTCUSD,2063.0,2079.0,2045.01,2045.09,868.01,1794261.19
26761,2017-07-17 14:00:00,BTCUSD,2007.98,2063.0,2007.98,2063.0,947.35,1930673.67
26762,2017-07-17 13:00:00,BTCUSD,2000.0,2021.0,1995.12,2007.98,615.72,1237489.56
26763,2017-07-17 12:00:00,BTCUSD,2006.71,2017.97,1976.0,2000.0,958.56,1913365.83
26764,2017-07-17 11:00:00,BTCUSD,2028.44,2050.69,1998.98,2006.71,637.4,1295609.08
26765,2017-07-17 10:00:00,BTCUSD,2071.62,2073.33,2025.47,2028.44,1095.56,2250149.22
26766,2017-07-17 09:00:00,BTCUSD,2068.01,2086.95,2039.95,2071.62,867.51,1792062.86
26767,2017-07-17 08:00:00,BTCUSD,2055.87,2090.16,2046.55,2068.01,705.38,1461816.34
26768,2017-07-17 07:00:00,BTCUSD,2028.48,2078.81,2024.51,2055.87,895.76,1843056.46
26769,2017-07-17 06:00:00,BTCUSD,1978.0,2029.64,1977.99,2028.48,966.69,1940440.3
26770,2017-07-17 05:00:00,BTCUSD,1972.98,1979.99,1956.43,1978.0,304.39,600696.64
26771,2017-07-17 04:00:00,BTCUSD,1952.77,1974.99,1952.77,1972.98,424.83,835122.2
26772,2017-07-17 03:00:00,BTCUSD,1947.4,1955.67,1921.22,1952.77,610.73,1183650.95
26773,2017-07-17 02:00:00,BTCUSD,1972.37,1978.71,1946.85,1947.4,835.04,1640025.51
26774,2017-07-17 01:00:00,BTCUSD,1936.96,1979.19,1923.95,1972.37,876.34,1710892.62
26775,2017-07-17 00:00:00,BTCUSD,1910.86,1939.95,1909.58,1936.96,731.74,1406397.36
26776,2017-07-16 23:00:00,BTCUSD,1921.91,1938.0,1891.07,1910.86,696.94,1333393.29
26777,2017-07-16 22:00:00,BTCUSD,1888.7,1921.91,1872.27,1921.91,744.43,1410956.68
26778,2017-07-16 21:00:00,BTCUSD,1866.15,1898.0,1852.06,1888.7,755.43,1414382.17
26779,2017-07-16 20:00:00,BTCUSD,1854.27,1904.98,1852.0,1866.15,817.23,1535571.58
26780,2017-07-16 19:00:00,BTCUSD,1904.17,1904.17,1853.56,1854.27,1165.98,2182263.03
26781,2017-07-16 18:00:00,BTCUSD,1938.02,1938.2,1891.73,1904.17,1164.75,2226301.85
26782,2017-07-16 17:00:00,BTCUSD,1954.01,1954.01,1912.97,1938.02,897.79,1735416.78
26783,2017-07-16 16:00:00,BTCUSD,1886.52,1956.07,1886.52,1954.01,1017.47,1948739.58
26784,2017-07-16 15:00:00,BTCUSD,1875.53,1919.99,1875.53,1886.52,739.71,1405816.46
26785,2017-07-16 14:00:00,BTCUSD,1890.96,1898.67,1852.0,1875.53,1018.84,1911854.21
26786,2017-07-16 13:00:00,BTCUSD,1785.01,1928.03,1758.2,1890.96,1853.02,3428567.46
26787,2017-07-16 12:00:00,BTCUSD,1843.92,1858.27,1785.01,1785.01,1947.13,3555236.12
26788,2017-07-16 11:00:00,BTCUSD,1906.61,1906.64,1843.56,1843.92,1291.1,2423158.06
26789,2017-07-16 10:00:00,BTCUSD,1905.5,1921.19,1900.01,1906.61,654.41,1250563.12
26790,2017-07-16 09:00:00,BTCUSD,1964.42,1964.43,1905.0,1905.5,713.39,1374340.78
26791,2017-07-16 08:00:00,BTCUSD,1956.31,1972.7,1950.63,1964.42,312.52,612107.59
26792,2017-07-16 07:00:00,BTCUSD,1984.86,1987.78,1952.65,1956.31,433.65,853098.03
26793,2017-07-16 06:00:00,BTCUSD,1999.91,1999.92,1948.63,1984.86,1272.7,2505990.32
26794,2017-07-16 05:00:00,BTCUSD,1998.95,2017.23,1990.28,1999.91,330.2,661027.03
26795,2017-07-16 04:00:00,BTCUSD,2018.67,2028.0,1991.28,1998.95,513.26,1032588.14
26796,2017-07-16 03:00:00,BTCUSD,2018.45,2043.94,2012.71,2018.67,435.83,886147.0
26797,2017-07-16 02:00:00,BTCUSD,1980.59,2030.52,1977.05,2018.45,447.16,900516.58
26798,2017-07-16 01:00:00,BTCUSD,1954.7,2004.36,1941.54,1980.59,982.35,1937410.55
26799,2017-07-16 00:00:00,BTCUSD,1964.31,1996.99,1933.96,1954.7,1519.04,2980244.43
26800,2017-07-15 23:00:00,BTCUSD,2026.65,2045.63,1964.31,1964.31,1141.34,2284285.68
26801,2017-07-15 22:00:00,BTCUSD,2031.0,2055.95,2018.53,2026.65,525.6,1073439.87
26802,2017-07-15 21:00:00,BTCUSD,2012.98,2053.52,2001.03,2031.0,592.57,1199359.76
26803,2017-07-15 20:00:00,BTCUSD,2085.96,2085.96,2012.0,2012.98,776.53,1585803.41
26804,2017-07-15 19:00:00,BTCUSD,2076.07,2094.98,2070.4,2085.96,458.06,954152.89
26805,2017-07-15 18:00:00,BTCUSD,2082.99,2097.41,2065.5,2076.07,489.55,1019061.53
26806,2017-07-15 17:00:00,BTCUSD,2055.96,2110.06,2052.07,2082.99,918.41,1912460.88
26807,2017-07-15 16:00:00,BTCUSD,2031.1,2073.95,2021.82,2055.96,723.35,1484358.82
26808,2017-07-15 15:00:00,BTCUSD,2011.26,2043.88,1995.0,2031.1,1187.3,2393567.56
26809,2017-07-15 14:00:00,BTCUSD,2022.94,2022.94,1975.01,2011.26,1406.73,2812999.74
26810,2017-07-15 13:00:00,BTCUSD,2041.98,2070.19,2016.27,2022.94,740.06,1511075.17
26811,2017-07-15 12:00:00,BTCUSD,2065.79,2065.79,2015.1,2041.98,894.79,1823485.69
26812,2017-07-15 11:00:00,BTCUSD,2095.35,2095.4,2058.85,2065.79,345.49,716122.18
26813,2017-07-15 10:00:00,BTCUSD,2078.45,2103.49,2074.86,2095.35,206.83,432862.51
26814,2017-07-15 09:00:00,BTCUSD,2064.28,2100.0,2053.2,2078.45,422.6,877254.52
26815,2017-07-15 08:00:00,BTCUSD,2064.96,2084.41,2047.29,2064.28,484.82,998267.62
26816,2017-07-15 07:00:00,BTCUSD,2106.19,2108.8,2056.55,2064.96,507.56,1052190.52
26817,2017-07-15 06:00:00,BTCUSD,2095.0,2127.14,2091.5,2106.19,495.81,1043595.53
26818,2017-07-15 05:00:00,BTCUSD,2130.03,2137.52,2093.93,2095.0,596.21,1262227.02
26819,2017-07-15 04:00:00,BTCUSD,2101.02,2145.34,2095.01,2130.03,827.21,1753381.74
26820,2017-07-15 03:00:00,BTCUSD,2136.68,2162.77,2100.59,2101.02,885.49,1882102.25
26821,2017-07-15 02:00:00,BTCUSD,2187.79,2187.79,2135.0,2136.68,681.77,1475097.64
26822,2017-07-15 01:00:00,BTCUSD,2211.5,2217.14,2185.32,2187.79,546.23,1204187.37
26823,2017-07-15 00:00:00,BTCUSD,2217.24,2224.82,2200.0,2211.5,463.05,1023623.18
26824,2017-07-14 23:00:00,BTCUSD,2203.01,2228.14,2200.58,2217.24,656.31,1455201.07
26825,2017-07-14 22:00:00,BTCUSD,2177.91,2210.07,2166.33,2203.01,515.95,1129820.48
26826,2017-07-14 21:00:00,BTCUSD,2162.02,2188.0,2150.0,2177.91,679.42,1474261.2
26827,2017-07-14 20:00:00,BTCUSD,2200.0,2200.0,2156.25,2162.02,793.53,1724508.17
26828,2017-07-14 19:00:00,BTCUSD,2217.41,2218.0,2195.06,2200.0,509.59,1124314.41
26829,2017-07-14 18:00:00,BTCUSD,2199.61,2219.69,2180.0,2217.41,695.21,1527912.1
26830,2017-07-14 17:00:00,BTCUSD,2206.5,2207.0,2178.92,2199.61,988.7,2169695.83
26831,2017-07-14 16:00:00,BTCUSD,2246.49,2262.0,2187.0,2206.5,1600.1,3546017.99
26832,2017-07-14 15:00:00,BTCUSD,2269.79,2281.1,2245.0,2246.49,786.68,1778946.38
26833,2017-07-14 14:00:00,BTCUSD,2270.07,2270.87,2250.0,2269.79,1041.6,2352371.97
26834,2017-07-14 13:00:00,BTCUSD,2270.0,2287.6,2265.68,2270.07,762.14,1736582.61
26835,2017-07-14 12:00:00,BTCUSD,2328.09,2328.09,2268.91,2270.0,1225.03,2809504.4
26836,2017-07-14 11:00:00,BTCUSD,2342.15,2342.16,2328.07,2328.09,124.72,291195.52
26837,2017-07-14 10:00:00,BTCUSD,2335.42,2342.79,2327.01,2342.15,94.32,220182.35
26838,2017-07-14 09:00:00,BTCUSD,2337.38,2340.01,2333.19,2335.42,192.45,449915.51
26839,2017-07-14 08:00:00,BTCUSD,2340.0,2342.18,2327.67,2337.38,162.24,378592.01
26840,2017-07-14 07:00:00,BTCUSD,2340.05,2349.28,2337.11,2340.0,344.65,807014.41
26841,2017-07-14 06:00:00,BTCUSD,2325.03,2340.92,2325.03,2340.05,259.82,605532.63
26842,2017-07-14 05:00:00,BTCUSD,2323.34,2329.73,2320.13,2325.03,178.13,414252.92
26843,2017-07-14 04:00:00,BTCUSD,2308.5,2326.23,2308.49,2323.34,372.04,862538.05
26844,2017-07-14 03:00:00,BTCUSD,2301.83,2316.01,2301.08,2308.5,296.83,685548.13
26845,2017-07-14 02:00:00,BTCUSD,2312.02,2312.67,2301.0,2301.83,359.96,831118.23
26846,2017-07-14 01:00:00,BTCUSD,2336.67,2339.87,2312.0,2312.02,556.47,1293402.99
26847,2017-07-14 00:00:00,BTCUSD,2340.0,2349.03,2329.16,2336.67,349.87,817388.15
26848,2017-07-13 23:00:00,BTCUSD,2345.24,2351.15,2336.83,2340.0,259.21,607876.3
26849,2017-07-13 22:00:00,BTCUSD,2334.5,2347.88,2324.6,2345.24,423.93,992012.92
26850,2017-07-13 21:00:00,BTCUSD,2338.6,2339.99,2320.95,2334.5,384.26,896116.71
26851,2017-07-13 20:00:00,BTCUSD,2335.22,2339.19,2323.71,2338.6,377.11,879903.88
26852,2017-07-13 19:00:00,BTCUSD,2326.28,2335.9,2312.64,2335.22,305.9,710995.12
26853,2017-07-13 18:00:00,BTCUSD,2319.43,2339.19,2308.18,2326.28,555.97,1292006.05
26854,2017-07-13 17:00:00,BTCUSD,2340.01,2340.01,2308.14,2319.43,788.09,1831171.13
26855,2017-07-13 16:00:00,BTCUSD,2330.98,2341.39,2330.5,2340.01,552.96,1290843.16
26856,2017-07-13 15:00:00,BTCUSD,2367.54,2367.54,2320.52,2330.98,878.78,2054194.03
26857,2017-07-13 14:00:00,BTCUSD,2362.94,2370.65,2350.05,2367.54,420.65,992278.2
26858,2017-07-13 13:00:00,BTCUSD,2380.02,2380.28,2356.04,2362.94,393.52,930552.2
26859,2017-07-13 12:00:00,BTCUSD,2385.76,2389.95,2380.02,2380.02,255.81,610039.84
26860,2017-07-13 11:00:00,BTCUSD,2373.01,2385.76,2370.54,2385.76,176.88,421180.93
26861,2017-07-13 10:00:00,BTCUSD,2371.39,2378.46,2367.04,2373.01,261.78,620871.62
26862,2017-07-13 09:00:00,BTCUSD,2378.65,2378.66,2371.12,2371.39,192.92,458336.76
26863,2017-07-13 08:00:00,BTCUSD,2371.04,2379.0,2362.5,2378.65,472.44,1119693.57
26864,2017-07-13 07:00:00,BTCUSD,2384.0,2384.0,2371.04,2371.04,328.26,780243.12
26865,2017-07-13 06:00:00,BTCUSD,2385.0,2385.01,2382.16,2384.0,275.72,657204.04
26866,2017-07-13 05:00:00,BTCUSD,2387.21,2393.7,2377.72,2385.0,495.03,1181062.75
26867,2017-07-13 04:00:00,BTCUSD,2410.0,2410.0,2386.1,2387.21,413.64,994782.45
26868,2017-07-13 03:00:00,BTCUSD,2404.99,2416.79,2404.71,2410.0,382.21,922011.49
26869,2017-07-13 02:00:00,BTCUSD,2392.96,2404.99,2392.55,2404.99,277.38,665379.49
26870,2017-07-13 01:00:00,BTCUSD,2383.62,2392.97,2377.26,2392.96,259.85,619789.35
26871,2017-07-13 00:00:00,BTCUSD,2383.42,2393.4,2375.01,2383.62,409.23,975828.59
26872,2017-07-12 23:00:00,BTCUSD,2376.99,2387.73,2357.0,2383.42,573.52,1360373.3
26873,2017-07-12 22:00:00,BTCUSD,2364.43,2382.14,2358.35,2376.99,556.96,1319980.14
26874,2017-07-12 21:00:00,BTCUSD,2378.52,2378.58,2350.05,2364.43,593.75,1402857.05
26875,2017-07-12 20:00:00,BTCUSD,2397.69,2403.94,2361.69,2378.52,556.17,1327643.18
26876,2017-07-12 19:00:00,BTCUSD,2400.0,2410.0,2391.01,2397.69,861.03,2067270.36
26877,2017-07-12 18:00:00,BTCUSD,2403.61,2403.61,2386.19,2400.0,544.79,1305047.64
26878,2017-07-12 17:00:00,BTCUSD,2393.62,2415.0,2383.24,2403.61,929.97,2233579.99
26879,2017-07-12 16:00:00,BTCUSD,2370.0,2393.95,2367.05,2393.62,738.53,1758508.14
26880,2017-07-12 15:00:00,BTCUSD,2354.99,2380.0,2354.13,2370.0,812.18,1922431.23
26881,2017-07-12 14:00:00,BTCUSD,2344.3,2355.96,2343.06,2354.99,505.2,1187258.64
26882,2017-07-12 13:00:00,BTCUSD,2341.99,2346.0,2340.0,2344.3,262.35,614650.75
26883,2017-07-12 12:00:00,BTCUSD,2353.23,2365.12,2340.0,2341.99,440.29,1036764.99
26884,2017-07-12 11:00:00,BTCUSD,2338.54,2365.49,2331.33,2353.23,419.33,984901.21
26885,2017-07-12 10:00:00,BTCUSD,2337.0,2343.52,2321.54,2338.54,247.19,577055.01
26886,2017-07-12 09:00:00,BTCUSD,2323.6,2344.69,2323.56,2337.0,444.35,1038240.12
26887,2017-07-12 08:00:00,BTCUSD,2309.27,2328.62,2297.03,2323.6,472.12,1091884.2
26888,2017-07-12 07:00:00,BTCUSD,2303.08,2309.99,2291.28,2309.27,331.18,761856.17
26889,2017-07-12 06:00:00,BTCUSD,2300.75,2311.15,2293.5,2303.08,351.76,810112.09
26890,2017-07-12 05:00:00,BTCUSD,2311.11,2313.98,2290.0,2300.75,727.84,1676552.58
26891,2017-07-12 04:00:00,BTCUSD,2261.42,2322.03,2258.25,2311.11,712.24,1638386.35
26892,2017-07-12 03:00:00,BTCUSD,2255.49,2293.72,2254.0,2261.42,738.41,1679791.56
26893,2017-07-12 02:00:00,BTCUSD,2260.3,2268.89,2250.0,2255.49,843.93,1904508.59
26894,2017-07-12 01:00:00,BTCUSD,2281.8,2293.24,2260.0,2260.3,480.4,1092291.32
26895,2017-07-12 00:00:00,BTCUSD,2310.01,2310.01,2262.73,2281.8,689.68,1578504.68
26896,2017-07-11 23:00:00,BTCUSD,2341.45,2342.5,2300.0,2310.01,784.13,1820818.88
26897,2017-07-11 22:00:00,BTCUSD,2329.63,2356.73,2322.41,2341.45,520.12,1216184.69
26898,2017-07-11 21:00:00,BTCUSD,2333.01,2343.99,2324.14,2329.63,523.7,1224082.64
26899,2017-07-11 20:00:00,BTCUSD,2310.83,2337.23,2309.01,2333.01,533.77,1239490.22
26900,2017-07-11 19:00:00,BTCUSD,2346.82,2350.5,2309.0,2310.83,930.95,2166973.23
26901,2017-07-11 18:00:00,BTCUSD,2361.42,2362.27,2339.98,2346.82,394.99,928564.87
26902,2017-07-11 17:00:00,BTCUSD,2360.5,2365.8,2355.62,2361.42,475.67,1122862.73
26903,2017-07-11 16:00:00,BTCUSD,2365.7,2368.96,2356.02,2360.5,676.19,1597816.76
26904,2017-07-11 15:00:00,BTCUSD,2368.96,2373.46,2360.0,2365.7,416.75,985996.39
26905,2017-07-11 14:00:00,BTCUSD,2374.97,2377.04,2335.0,2368.96,592.01,1398806.45
26906,2017-07-11 13:00:00,BTCUSD,2408.02,2410.0,2351.84,2374.97,855.6,2042774.36
26907,2017-07-11 12:00:00,BTCUSD,2360.1,2408.76,2359.98,2408.02,1057.12,2513044.67
26908,2017-07-11 11:00:00,BTCUSD,2358.24,2374.99,2353.17,2360.1,403.09,952697.34
26909,2017-07-11 10:00:00,BTCUSD,2362.9,2371.97,2342.85,2358.24,299.58,706764.67
26910,2017-07-11 09:00:00,BTCUSD,2325.01,2362.9,2322.34,2362.9,490.38,1151384.0
26911,2017-07-11 08:00:00,BTCUSD,2345.59,2347.9,2324.55,2325.01,347.65,812722.49
